"Geneid","Length","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000215895.4_5",1960,101,102,49,62
"ENSG00000116954.7_2",5167,91,94,149,117
"ENSG00000228436.2_5",976,12,22,18,19
"ENSG00000214114.8_3",3039,241,237,169,176
"ENSG00000158315.10_2",2795,60,109,107,109
"ENSG00000174574.15_3",2741,3285,3897,3186,2919
"ENSG00000168653.10_2",548,1659,1850,1277,1080
"ENSG00000127603.25_5",40739,7206,7632,5192,4780
"ENSG00000243970.3_4",5416,20,23,18,19
"ENSG00000090621.13_4",6782,4112,4755,3271,2859
"ENSG00000201457.1",135,16,12,12,4
"ENSG00000163909.7_2",3661,6,3,2,2
"ENSG00000084072.16_3",8071,122,139,117,96
"ENSG00000116985.11_3",4822,15,29,22,14
"ENSG00000198754.5_3",1826,9,5,2,4
"ENSG00000043514.16_3",6533,252,303,232,192
"ENSG00000116990.10_3",5063,29,49,45,54
"ENSG00000168389.17_3",4007,3,6,0,0
"ENSG00000228477.1_5",725,11,11,15,20
"ENSG00000131236.16_3",3814,5556,5849,3115,3075
"ENSG00000131238.17_4",5088,2647,3301,2619,2379
"ENSG00000117000.8_2",6246,857,996,633,612
"ENSG00000259943.1_5",1541,56,77,58,27
"ENSG00000084073.8_2",3572,1831,1836,302,242
"ENSG00000049089.14_5",4217,1802,2162,1170,1045
"ENSG00000084070.11_4",3631,1059,1366,1039,1001
"ENSG00000187801.14_2",2386,210,248,210,172
"ENSG00000260920.2_5",2449,112,123,157,174
"ENSG00000187815.9_2",3248,140,167,107,86
"ENSG00000238287.1_5",605,55,42,49,53
"ENSG00000164002.11_5",3092,259,294,205,176
"ENSG00000117010.16_3",3115,182,225,136,146
"ENSG00000117016.9_2",7235,143,162,146,131
"ENSG00000272145.1_5",1687,51,54,41,43
"ENSG00000066136.20_3",5990,1033,1094,888,959
"ENSG00000179862.6_2",1316,158,183,203,223
"ENSG00000171793.14_3",11517,1255,1500,700,575
"ENSG00000281207.1_4",4800,15,18,15,15
"ENSG00000171790.15_3",4310,3,7,11,4
"ENSG00000010803.16_3",4447,1427,1754,1661,1517
"ENSG00000204060.7_4",2398,10,9,13,14
"ENSG00000127124.15_4",14410,2,3,2,5
"ENSG00000198815.8_4",6893,2324,2295,2057,1904
"ENSG00000177181.14_3",8981,174,240,104,96
"ENSG00000066185.12_2",2195,4,5,12,17
"ENSG00000127125.8_3",2590,430,392,541,504
"ENSG00000186409.15_4",13504,48,42,31,46
"ENSG00000171960.10_3",1444,614,688,241,210
"ENSG00000285728.1_1",2041,5,6,11,2
"ENSG00000234917.2_5",601,4,8,1,5
"ENSG00000065978.18_3",1930,23713,27320,14567,13919
"ENSG00000164007.10_3",3602,140,164,198,176
"ENSG00000117385.15_3",6766,1336,1777,2502,2416
"ENSG00000164008.15_4",5263,85,94,107,87
"ENSG00000274386.5_4",4373,7,6,1,9
"ENSG00000177868.11_2",1208,238,267,168,160
"ENSG00000164010.14_5",5756,114,152,207,198
"ENSG00000228192.7_5",1617,35,37,19,11
"ENSG00000164011.17_3",2036,245,243,187,211
"ENSG00000117394.21_4",4724,7608,9205,2522,2418
"ENSG00000284138.1_4",440,1,8,1,2
"ENSG00000227533.5_4",3364,12,26,5,5
"ENSG00000283973.1_4",852,9,11,4,2
"ENSG00000186973.10_2",843,14,10,22,13
"ENSG00000117395.12_4",3561,1814,1970,893,922
"ENSG00000243710.7_4",5764,18,11,43,35
"ENSG00000179178.10_3",2127,0,0,4,6
"ENSG00000253313.5_2",1516,12,22,114,115
"ENSG00000066056.13_2",6694,203,169,9,21
"ENSG00000117400.17_5",2212,12,5,13,10
"ENSG00000117399.13_2",2038,881,1117,196,157
"ENSG00000066322.14_3",2507,640,655,798,752
"ENSG00000159479.16_2",2704,553,565,520,469
"ENSG00000198198.16_5",26354,1207,1331,1383,1279
"ENSG00000142949.16_3",10712,4693,6207,7312,6723
"ENSG00000066135.12_4",5172,703,689,695,649
"ENSG00000236200.5_5",1931,10,22,8,10
"ENSG00000126091.20_5",19475,77,81,61,46
"ENSG00000237950.1_5",557,5,6,4,11
"ENSG00000117408.10_2",5083,477,510,564,566
"ENSG00000132768.13_2",2930,497,632,447,389
"ENSG00000117410.13_3",3535,292,382,525,478
"ENSG00000117411.16_2",3772,1056,1353,1295,1321
"ENSG00000159214.12_3",3554,75,74,38,44
"ENSG00000196517.11_5",5159,127,210,573,520
"ENSG00000233514.1_5",360,39,27,11,13
"ENSG00000178028.13_3",5599,770,891,771,706
"ENSG00000117419.15_4",2785,227,284,208,159
"ENSG00000187147.17_4",9687,1797,1876,1370,1337
"ENSG00000126106.13_2",3635,235,270,184,185
"ENSG00000198520.11_6",3290,13,7,7,5
"ENSG00000142945.12_4",3646,1067,1304,273,264
"ENSG00000225721.5_5",765,8,15,10,14
"ENSG00000142937.11_2",2847,5063,6978,6572,5492
"ENSG00000200913.1",104,3,8,4,4
"ENSG00000234093.3_4",385,10,25,10,7
"ENSG00000142959.4_2",2047,25,35,11,9
"ENSG00000173846.12_2",3479,205,219,244,248
"ENSG00000222009.8_2",3520,544,477,381,394
"ENSG00000117425.13_2",5149,36,64,67,58
"ENSG00000226499.1_5",162,7,6,4,11
"ENSG00000070785.16_4",3411,347,395,208,162
"ENSG00000126107.14_2",5077,1255,1156,1606,1735
"ENSG00000126088.13_3",2908,807,933,817,756
"ENSG00000162415.6_3",6046,1169,1330,1028,1040
"ENSG00000281912.1_2",1710,11,13,26,22
"ENSG00000132781.17_5",3909,308,331,271,241
"ENSG00000132773.11_2",2742,249,313,228,172
"ENSG00000070759.16_2",3322,97,125,231,203
"ENSG00000280670.2_4",2757,137,151,98,76
"ENSG00000132763.14_2",5296,556,572,440,490
"ENSG00000117450.13_2",1522,3485,4305,2443,1967
"ENSG00000117448.13_3",3121,812,997,807,764
"ENSG00000132780.16_4",8304,8135,9542,2844,2575
"ENSG00000159588.14_3",3323,34,55,45,43
"ENSG00000159592.10_3",7433,2417,2689,2448,2484
"ENSG00000225447.1_4",382,3,3,7,10
"ENSG00000234329.1_5",788,14,3,13,8
"ENSG00000159596.6_2",2439,752,780,702,659
"ENSG00000197429.10_3",3705,267,261,182,167
"ENSG00000230896.1_6",598,8,14,20,9
"ENSG00000086015.20_2",7877,1406,1619,1886,1708
"ENSG00000117461.14_3",7410,133,168,204,160
"ENSG00000117472.9_2",2366,82,94,40,41
"ENSG00000085998.13_2",6198,889,1046,1127,872
"ENSG00000171357.5_2",1854,2,6,1,3
"ENSG00000085999.11_3",3212,597,763,175,158
"ENSG00000132128.16_3",8606,1220,1277,1306,1231
"ENSG00000173660.11_2",1408,1878,2097,1552,1384
"ENSG00000117481.10_3",8468,429,503,596,504
"ENSG00000117480.15_2",2776,77,91,131,85
"ENSG00000079277.20_5",8070,711,729,584,590
"ENSG00000142961.14_3",5916,100,115,222,188
"ENSG00000123472.12_4",5677,1633,1891,1528,1464
"ENSG00000159658.10_2",6285,1461,1444,1186,1088
"ENSG00000225506.2_5",921,4,4,4,7
"ENSG00000162366.7_2",1438,1,4,6,8
"ENSG00000162367.11_2",5700,1,4,7,12
"ENSG00000123473.15_3",7291,885,1035,274,259
"ENSG00000162368.13_2",3844,3675,3857,3758,3309
"ENSG00000237424.1_4",2509,74,73,42,39
"ENSG00000186564.5_2",4675,2,3,0,8
"ENSG00000269113.3_3",7034,3,6,56,72
"ENSG00000117834.12_4",4535,474,604,1273,1142
"ENSG00000272491.1_5",1674,2,5,1,2
"ENSG00000132122.11_5",5939,151,134,111,102
"ENSG00000235105.1_5",1257,3,7,5,8
"ENSG00000162373.12_3",2138,10,5,0,4
"ENSG00000185104.19_3",7545,666,822,440,406
"ENSG00000123080.10_2",3318,304,373,107,89
"ENSG00000123091.4_2",3122,1029,1106,1128,1208
"ENSG00000233406.5_5",870,5,10,9,9
"ENSG00000085831.15_5",9362,59,51,29,15
"ENSG00000085832.16_5",7440,1036,1221,974,968
"ENSG00000117859.18_5",9523,4743,5203,3249,3046
"ENSG00000078618.21_3",6773,2995,3389,2287,2212
"ENSG00000266993.3_6",1819,5,6,16,6
"ENSG00000169213.6_2",12844,1584,1391,872,851
"ENSG00000117862.12_4",3844,139,206,181,176
"ENSG00000198841.3_3",1714,39,41,36,44
"ENSG00000134717.17_3",6022,1345,1232,1387,1437
"ENSG00000157077.14_3",5809,737,851,1065,993
"ENSG00000154222.14_3",7495,488,600,555,513
"ENSG00000224680.4_4",568,2,1,7,4
"ENSG00000085840.12_2",3157,428,471,109,102
"ENSG00000134748.12_2",5658,1335,1497,1060,976
"ENSG00000134744.13_4",16199,3529,3877,3036,2742
"ENSG00000116157.5_2",1691,114,98,181,198
"ENSG00000162377.5_2",4165,825,959,684,676
"ENSG00000162378.12_2",8198,651,589,558,465
"ENSG00000228929.1_4",455,51,75,70,85
"ENSG00000121310.16_3",11572,1034,1233,1443,1317
"ENSG00000116171.17_4",8305,1179,1366,1637,1513
"ENSG00000236360.2_5",502,5,4,4,3
"ENSG00000162383.12_5",5407,1,9,11,17
"ENSG00000157184.6_3",10452,524,583,646,622
"ENSG00000236723.2_5",1227,6,5,8,3
"ENSG00000162384.13_2",4487,444,500,364,309
"ENSG00000162385.10_2",1463,928,1012,466,423
"ENSG00000226754.1_5",1181,6,4,4,6
"ENSG00000157193.16_4",10263,837,1017,438,408
"ENSG00000058804.11_2",5135,2047,2254,427,402
"ENSG00000058799.14_2",2072,481,488,535,431
"ENSG00000211452.10_4",2282,178,189,245,253
"ENSG00000081870.11_2",3236,715,743,421,409
"ENSG00000116212.14_3",2411,426,472,314,249
"ENSG00000219102.3_4",1063,17,18,11,7
"ENSG00000203985.10_2",2375,100,124,96,85
"ENSG00000116209.11_4",9149,1539,1529,2141,2116
"ENSG00000203276.2",1737,3,11,11,10
"ENSG00000116205.13_4",12168,325,353,220,210
"ENSG00000215883.10_3",8926,70,87,71,61
"ENSG00000116221.15_2",2549,3466,3665,2066,2039
"ENSG00000157216.15_4",5227,917,1155,935,844
"ENSG00000162390.17_2",9768,71,57,15,21
"ENSG00000162391.11_4",2005,5,6,2,3
"ENSG00000243725.6_3",3527,137,140,93,74
"ENSG00000162396.5_2",2347,118,145,97,84
"ENSG00000116133.12_3",6290,8942,11254,14178,12997
"ENSG00000242396.1_6",575,1,4,1,6
"ENSG00000169174.10_2",4981,650,1232,3754,3105
"ENSG00000162402.13_2",11772,3775,3832,3247,2969
"ENSG00000260971.4_5",7878,6,6,3,1
"ENSG00000284686.1_3",2655,5,1,1,0
"ENSG00000223956.2_4",545,14,15,20,18
"ENSG00000162407.8_3",5286,1166,1243,1157,989
"ENSG00000162409.10_2",9354,1303,1255,1060,1000
"ENSG00000187889.12_5",4633,68,69,172,178
"ENSG00000157131.10_2",2356,286,376,718,712
"ENSG00000021852.12_3",2729,89,143,276,253
"ENSG00000173406.15_4",7548,3,2,10,12
"ENSG00000162600.11_3",3718,386,407,248,229
"ENSG00000185839.3_5",690,16,19,6,9
"ENSG00000162601.9_2",8938,2308,2400,2058,1867
"ENSG00000177606.6_2",3540,1530,1567,1238,1126
"ENSG00000228121.1_4",819,0,2,5,1
"ENSG00000224609.7_4",4595,10,8,3,3
"ENSG00000172456.17_3",12174,106,120,78,92
"ENSG00000134709.10_2",6758,1679,1883,1243,1160
"ENSG00000134716.10_3",2990,121,167,276,263
"ENSG00000162599.15_4",10872,787,802,857,840
"ENSG00000237928.5_5",1843,0,1,6,5
"ENSG00000162604.12_5",5516,397,417,519,515
"ENSG00000132849.20_4",11990,609,690,749,668
"ENSG00000132854.18_2",5980,531,627,410,403
"ENSG00000162607.12_3",4263,1560,1919,797,782
"ENSG00000116641.17_3",24872,2581,2892,1988,1787
"ENSG00000132855.4_2",3250,20,20,403,461
"ENSG00000235545.1_5",1228,15,32,112,94
"ENSG00000125703.14_2",3110,251,250,122,116
"ENSG00000088035.16_3",5496,179,151,105,111
"ENSG00000142856.16_2",5459,267,361,111,106
"ENSG00000203965.12_3",5704,162,186,114,96
"ENSG00000116652.6_3",3555,16,24,12,12
"ENSG00000079739.16_4",4212,1332,1790,1990,1768
"ENSG00000244256.2",303,2,9,4,4
"ENSG00000185483.11_3",6715,40,40,46,48
"ENSG00000284928.1_2",1031,4,2,5,2
"ENSG00000158966.14_3",6359,9,12,0,2
"ENSG00000162437.14_2",6070,862,840,476,427
"ENSG00000162434.11_2",6317,2428,2607,1909,1801
"ENSG00000162433.14_3",7578,2302,2942,3120,2929
"ENSG00000116675.15_3",6954,102,99,117,123
"ENSG00000213625.8_4",5237,1519,1596,2162,1812
"ENSG00000116678.19_4",11370,70,64,146,105
"ENSG00000152763.16_3",6704,32,32,10,8
"ENSG00000198160.14_3",8273,1161,1026,765,699
"ENSG00000116704.7_2",6162,1283,1356,1237,1184
"ENSG00000162594.15_4",3267,0,3,3,8
"ENSG00000142864.14_4",7676,11542,13088,6217,5630
"ENSG00000116717.12_3",2069,1181,1138,1112,1099
"ENSG00000172380.5_2",4724,50,28,81,68
"ENSG00000116729.13_5",4469,16,8,21,23
"ENSG00000229133.1_4",582,9,6,4,10
"ENSG00000024526.16_3",5904,739,808,160,159
"ENSG00000066557.5_2",2884,767,821,440,431
"ENSG00000116754.13_2",8473,7632,8234,6865,6529
"ENSG00000118454.12_2",4595,527,541,539,517
"ENSG00000197568.13_3",1222,201,173,128,150
"ENSG00000116761.11_2",2414,154,205,207,184
"ENSG00000050628.20_3",9653,0,0,5,3
"ENSG00000132485.13_4",4993,2591,2542,1714,1637
"ENSG00000207721.1",86,4,0,4,5
"ENSG00000229956.10_5",7441,7,4,9,8
"ENSG00000233994.2_4",608,33,19,19,24
"ENSG00000162620.15_5",8759,46,48,16,11
"ENSG00000254685.6_3",4180,113,140,91,88
"ENSG00000272864.1_5",565,5,2,4,1
"ENSG00000116791.13_2",4085,2327,2353,2534,2448
"ENSG00000162623.15_2",4616,1173,1263,683,632
"ENSG00000137968.16_2",6299,624,590,621,539
"ENSG00000230863.3_5",2159,52,41,68,54
"ENSG00000117054.13_4",4783,1901,2070,1362,1130
"ENSG00000181227.3_4",1354,12,5,4,5
"ENSG00000137955.15_3",5913,3145,3794,2428,2040
"ENSG00000226415.1_4",750,50,70,39,42
"ENSG00000142892.14_4",5513,838,826,607,541
"ENSG00000226084.5_5",555,79,80,67,65
"ENSG00000036549.12_4",9008,1287,1423,996,925
"ENSG00000077254.14_4",6918,1093,1132,952,824
"ENSG00000180488.15_5",10128,489,486,696,554
"ENSG00000219201.4_5",921,10,19,8,9
"ENSG00000235613.2_4",1693,8,10,6,4
"ENSG00000235927.4_4",2292,9,2,9,10
"ENSG00000162614.18_4",4436,241,237,187,165
"ENSG00000162613.16_3",5666,6179,6619,2780,2572
"ENSG00000162616.8_3",3783,556,494,528,555
"ENSG00000137960.5_3",3973,641,716,657,518
"ENSG00000273338.1_5",209,6,12,1,0
"ENSG00000213560.4_5",556,3,8,8,4
"ENSG00000237413.5_5",2481,0,6,2,1
"ENSG00000137959.15_3",10240,2,6,16,7
"ENSG00000230787.1_4",1111,6,3,1,2
"ENSG00000117114.19_5",7754,743,981,855,758
"ENSG00000137941.16_3",10543,23,11,8,9
"ENSG00000285201.1_2",441,5,0,0,4
"ENSG00000271576.1_5",1601,19,26,24,23
"ENSG00000142875.19_4",6730,331,290,205,206
"ENSG00000226970.2_5",244,4,11,8,6
"ENSG00000117133.10_2",1728,863,915,460,413
"ENSG00000174021.10_3",1112,504,506,650,589
"ENSG00000285851.1_1",2686,2,1,8,6
"ENSG00000122432.17_2",4280,14,10,29,23
"ENSG00000117151.12_3",6939,150,99,78,86
"ENSG00000117155.16_3",8639,627,629,214,197
"ENSG00000162643.12_3",3923,8,2,7,8
"ENSG00000280099.1_5",1717,24,19,27,25
"ENSG00000097096.8_2",6451,144,146,81,102
"ENSG00000162642.13_2",3420,294,281,223,181
"ENSG00000142867.13_3",4618,228,244,130,113
"ENSG00000153904.19_4",4568,1507,1845,2778,2766
"ENSG00000142871.16_3",2455,581,506,433,418
"ENSG00000117174.10_3",6197,973,900,529,541
"ENSG00000171502.14_3",9568,7,14,34,19
"ENSG00000122417.15_6",10898,11,6,2,0
"ENSG00000261737.1_5",961,7,17,16,10
"ENSG00000097033.14_3",6881,2115,2137,1615,1482
"ENSG00000230721.1_5",555,7,19,8,9
"ENSG00000183291.16_6",2201,1824,1735,1310,1255
"ENSG00000153936.16_3",7429,3134,2828,1567,1424
"ENSG00000267272.5_5",6717,2,11,3,1
"ENSG00000143013.12_2",5833,467,497,483,493
"ENSG00000237505.7_5",13878,0,0,11,12
"ENSG00000279778.1_5",3087,1,0,14,7
"ENSG00000065243.19_3",6897,2406,2676,1333,1305
"ENSG00000207234.1",107,2,2,5,2
"ENSG00000241975.1_4",318,9,17,10,13
"ENSG00000137947.11_3",2225,496,504,514,506
"ENSG00000137944.17_5",2306,288,337,341,317
"ENSG00000213516.9_3",5087,526,596,443,408
"ENSG00000117226.11_3",4297,62,44,14,17
"ENSG00000117228.9_2",4992,66,50,90,71
"ENSG00000234518.2_5",483,57,59,35,42
"ENSG00000162645.12_3",6276,246,348,204,184
"ENSG00000197147.13_3",8213,635,637,521,490
"ENSG00000231999.6_5",2088,6,6,6,5
"ENSG00000171488.14_3",11724,51,35,21,28
"ENSG00000272931.1_5",695,41,38,35,22
"ENSG00000171492.14_3",4852,1327,1284,1141,1144
"ENSG00000228175.3_4",729,6,9,7,1
"ENSG00000162664.16_2",10984,1783,1836,1293,1197
"ENSG00000233593.8_6",4212,95,118,134,124
"ENSG00000272094.1_5",879,2,0,4,8
"ENSG00000122482.20_2",7604,2126,2050,1636,1447
"ENSG00000162669.15_2",5827,45,47,68,73
"ENSG00000097046.12_2",3557,464,529,199,227
"ENSG00000203914.4_4",1567,7,24,26,27
"ENSG00000069702.10_3",8705,5158,6885,3374,2908
"ENSG00000230667.5_3",909,18,20,11,8
"ENSG00000189195.12_5",6887,84,86,62,43
"ENSG00000174842.16_2",2910,208,232,168,158
"ENSG00000122484.8_2",17142,912,1011,954,985
"ENSG00000162676.11_2",3301,163,230,133,133
"ENSG00000067208.14_3",8276,571,538,383,342
"ENSG00000122406.13_3",3717,13046,16356,12170,11142
"ENSG00000154511.11_2",3091,353,372,351,330
"ENSG00000251795.1",53,36,28,19,20
"ENSG00000207523.1",133,10,14,8,14
"ENSG00000143033.17_2",5909,1019,1040,700,589
"ENSG00000117500.12_2",9423,5087,4991,2495,2350
"ENSG00000122483.17_4",5633,521,615,186,158
"ENSG00000223745.7_5",4786,209,252,187,185
"ENSG00000229567.1_5",169,1,2,5,5
"ENSG00000117505.12_2",10949,1066,1255,833,752
"ENSG00000137942.16_2",5798,2944,3004,1979,1891
"ENSG00000137936.17_5",6866,143,155,101,106
"ENSG00000224093.5_5",1954,377,467,859,896
"ENSG00000260464.1_5",1766,10,11,8,23
"ENSG00000067334.13_3",7519,1488,1645,744,721
"ENSG00000023909.9_2",5420,689,617,390,367
"ENSG00000198691.12_3",8530,61,68,67,55
"ENSG00000137962.12_2",15524,1945,1852,1210,1227
"ENSG00000117528.12_3",7589,3102,3197,2081,1789
"ENSG00000117525.13_2",2875,163,195,431,389
"ENSG00000224081.8_4",10245,49,63,66,58
"ENSG00000143036.16_3",2869,179,166,180,180
"ENSG00000117519.15_2",2838,4389,5017,3235,3029
"ENSG00000235501.5_5",1012,151,204,212,232
"ENSG00000172339.9_2",9633,148,212,147,138
"ENSG00000152078.9_3",7402,395,442,894,854
"ENSG00000271092.5_4",1961,2,6,6,4
"ENSG00000226026.5_5",2505,3,1,5,1
"ENSG00000122481.16_3",1982,59,96,75,50
"ENSG00000228502.1_4",1389,200,218,224,237
"ENSG00000137970.7_4",747,144,173,140,160
"ENSG00000117569.18_2",12937,646,561,516,524
"ENSG00000188641.13_4",7131,19,36,119,103
"ENSG00000228057.1_4",1258,29,37,29,27
"ENSG00000162627.16_3",2067,490,584,353,320
"ENSG00000227034.1_5",257,11,3,5,8
"ENSG00000099260.10_3",8244,1840,1605,1222,1297
"ENSG00000156869.13_3",3958,187,229,341,279
"ENSG00000162688.16_3",8434,1248,1215,894,793
"ENSG00000228084.1_5",655,3,5,6,4
"ENSG00000117620.14_3",18238,833,836,536,513
"ENSG00000283761.1_4",5765,7,7,4,2
"ENSG00000156875.13_3",2943,137,243,203,153
"ENSG00000156876.9_3",3972,647,784,182,190
"ENSG00000122435.9_2",4133,441,460,368,322
"ENSG00000122477.12_2",1991,6,8,6,9
"ENSG00000137992.14_2",11303,392,435,440,379
"ENSG00000224616.2_5",2776,6,6,11,3
"ENSG00000137996.12_2",3037,1129,983,780,882
"ENSG00000079335.19_4",6511,231,264,244,239
"ENSG00000162692.11_3",6049,0,0,8,5
"ENSG00000162694.13_3",4834,561,536,430,429
"ENSG00000273204.1_5",429,17,7,5,5
"ENSG00000162695.11_3",8376,971,1040,1319,1178
"ENSG00000117543.20_4",2970,751,815,420,363
"ENSG00000233184.6_5",2840,56,51,71,42
"ENSG00000228399.1_5",343,6,4,7,3
"ENSG00000183298.5_4",880,36,40,52,44
"ENSG00000060718.21_4",9091,1,1,7,3
"ENSG00000185946.15_3",6867,510,550,399,325
"ENSG00000240038.6_3",7491,25,17,16,16
"ENSG00000232952.1_5",1779,21,19,6,4
"ENSG00000198890.8_4",4335,745,735,540,439
"ENSG00000162631.18_2",9138,7,6,7,2
"ENSG00000224550.1_5",246,3,1,12,6
"ENSG00000134215.15_3",7271,897,917,574,556
"ENSG00000085491.16_3",6733,719,721,389,355
"ENSG00000162636.15_2",9355,71,71,36,34
"ENSG00000134186.11_2",5817,2953,3127,1834,1787
"ENSG00000116266.10_2",5895,458,515,401,318
"ENSG00000121957.13_5",9130,404,520,168,170
"ENSG00000121940.15_3",4964,1058,1193,961,844
"ENSG00000085433.15_5",4423,220,219,191,168
"ENSG00000244716.3_5",555,70,55,69,79
"ENSG00000228665.2_5",253,2,1,5,1
"ENSG00000197780.9_2",1400,271,258,288,297
"ENSG00000273382.1_6",2888,25,25,33,22
"ENSG00000215717.5_3",4574,506,549,293,270
"ENSG00000116299.16_2",9300,8,5,5,6
"ENSG00000031698.12_2",3836,2081,2424,1912,1795
"ENSG00000143126.7_2",12349,957,1336,1287,1116
"ENSG00000134222.16_5",2855,547,763,246,224
"ENSG00000221986.6_2",1789,20,42,46,44
"ENSG00000134243.11_3",9160,3627,4343,3632,3174
"ENSG00000143106.12_2",5724,1154,1337,894,832
"ENSG00000143028.8_2",3963,49,49,90,96
"ENSG00000162650.16_3",5232,103,126,154,122
"ENSG00000174151.14_5",5690,269,293,277,255
"ENSG00000181754.6_2",5144,60,78,101,117
"ENSG00000065135.10_3",27174,1423,1445,1087,1002
"ENSG00000116337.15_5",6823,1078,1420,1587,1454
"ENSG00000168765.16_2",5745,559,662,822,807
"ENSG00000213366.12_3",9116,76,98,149,94
"ENSG00000241720.2_6",808,4,5,3,1
"ENSG00000134202.10_2",4750,459,564,532,417
"ENSG00000198758.10_3",3477,976,1317,600,590
"ENSG00000184371.13_4",5418,720,685,883,1001
"ENSG00000168710.17_3",5113,2964,3600,3189,3020
"ENSG00000143093.14_3",7352,549,604,647,581
"ENSG00000258634.3_6",4216,145,159,197,218
"ENSG00000116396.14_4",25042,32,43,24,13
"ENSG00000227963.1_5",2611,12,14,7,11
"ENSG00000162775.14_3",4670,362,454,239,191
"ENSG00000224699.8_4",10755,28,36,42,20
"ENSG00000168679.17_4",3167,131,91,127,134
"ENSG00000273373.1_5",2850,87,92,89,81
"ENSG00000134248.13_3",2388,557,594,448,472
"ENSG00000237415.2_4",865,8,1,3,3
"ENSG00000121931.15_3",3621,1558,1739,1331,1337
"ENSG00000273010.1_5",1348,2,4,6,5
"ENSG00000156171.14_2",3138,497,581,500,422
"ENSG00000134255.13_2",8413,853,869,702,593
"ENSG00000064886.13_3",3295,2,5,6,12
"ENSG00000173947.13_3",4261,13,12,10,7
"ENSG00000236012.2_4",281,3,5,1,5
"ENSG00000085465.12_2",2567,71,83,139,121
"ENSG00000260948.1_5",2023,44,61,34,32
"ENSG00000243960.1_6",861,10,5,9,3
"ENSG00000116455.13_3",2805,639,703,379,326
"ENSG00000116459.10_3",3383,2198,2547,1704,1465
"ENSG00000143110.11_2",2768,12,23,23,16
"ENSG00000116473.14_2",5532,680,687,512,473
"ENSG00000197852.10_4",6290,12,10,9,7
"ENSG00000227811.2_5",2131,10,22,13,16
"ENSG00000284830.1_2",4326,12,7,8,4
"ENSG00000064703.11_2",6019,489,567,309,335
"ENSG00000143079.14_4",7404,870,684,469,572
"ENSG00000134245.17_2",12561,32,38,21,25
"ENSG00000273483.1_5",643,8,5,2,0
"ENSG00000007341.18_3",8111,375,422,274,262
"ENSG00000116489.12_2",4130,2332,2392,1554,1521
"ENSG00000238975.1",101,6,14,3,4
"ENSG00000155363.18_2",6509,1609,1927,2169,2123
"ENSG00000155366.16_3",4028,388,474,532,480
"ENSG00000155380.11_4",5312,3317,3837,1974,1848
"ENSG00000226419.7_5",10138,180,249,149,105
"ENSG00000198799.11_3",12456,417,465,544,472
"ENSG00000081026.18_3",8180,465,503,357,324
"ENSG00000232499.2_5",1029,104,99,43,46
"ENSG00000116793.15_4",7170,548,600,331,284
"ENSG00000232450.1_5",748,15,12,10,12
"ENSG00000081019.13_3",6819,497,546,274,258
"ENSG00000134242.15_2",4503,0,0,6,0
"ENSG00000188761.12_3",7709,5,1,4,1
"ENSG00000134262.12_2",5369,181,166,167,144
"ENSG00000118655.5_3",3940,429,495,198,172
"ENSG00000163349.21_4",9280,1879,1980,1947,1930
"ENSG00000116774.11_2",2821,267,238,259,239
"ENSG00000197323.11_3",9574,4329,4168,2726,2518
"ENSG00000225650.2_4",968,1,0,6,2
"ENSG00000236480.1_4",1523,7,2,3,2
"ENSG00000116752.5_2",1299,830,813,339,329
"ENSG00000175984.14_3",7413,19,15,31,30
