Gene	Score	0.95 MoE	P-Value	FDR
C14ORF156	0.754251996866336		4.988526389304599e-05	0.0017793594306049821
EEF1E1	0.7541787349634306		4.988526389304599e-05	0.0017793594306049821
SSSCA1	0.7536982185850509		4.988526389304599e-05	0.0017793594306049821
ZNF692	0.7536548247259394		4.988526389304599e-05	0.0017793594306049821
CYB5D1	0.7535128949002158		4.988526389304599e-05	0.0017793594306049821
PEG3	0.7532059501306091		4.988526389304599e-05	0.0017793594306049821
RCC2	0.7530835377195404		4.988526389304599e-05	0.0017793594306049821
SAC3D1	0.7530206121925856		4.988526389304599e-05	0.0017793594306049821
CGREF1	0.7528183141321247		4.988526389304599e-05	0.0017793594306049821
ZNF37B	0.7528173621883254		4.988526389304599e-05	0.0017793594306049821
RUVBL1	0.7526174570891885		4.988526389304599e-05	0.0017793594306049821
RAD23A	0.7523297857828094		4.988526389304599e-05	0.0017793594306049821
HEATR1	0.7522194683961013		4.988526389304599e-05	0.0017793594306049821
C8ORF53	0.7519231407723225		4.988526389304599e-05	0.0017793594306049821
D21S2056E	0.7517672845539579		4.988526389304599e-05	0.0017793594306049821
SLC16A7	0.7517572117759147		4.988526389304599e-05	0.0017793594306049821
GNPNAT1	0.7514245127629104		4.988526389304599e-05	0.0017793594306049821
ZNF544	0.7513330230703479		4.988526389304599e-05	0.0017793594306049821
PELP1	0.7512109158655667		4.988526389304599e-05	0.0017793594306049821
SDAD1	0.7508216919081129		4.988526389304599e-05	0.0017793594306049821
CCT2	0.7506279973029402		4.988526389304599e-05	0.0017793594306049821
DHX37	0.7502586958350719		4.988526389304599e-05	0.0017793594306049821
THAP4	0.7500320800524282		4.988526389304599e-05	0.0017793594306049821
TELO2	0.7498682607429508		4.988526389304599e-05	0.0017793594306049821
HYPK	0.7498546605885955		4.988526389304599e-05	0.0017793594306049821
SLC25A39	0.7498067468557545		4.988526389304599e-05	0.0017793594306049821
KIAA0152	0.7497746357220831		4.988526389304599e-05	0.0017793594306049821
PPRC1	0.7488784661836957		4.988526389304599e-05	0.0017793594306049821
CYYR1	0.748463532041699		4.988526389304599e-05	0.0017793594306049821
FAM98A	0.7483097186991694		4.988526389304599e-05	0.0017793594306049821
PRPF31	0.7479645579252999		4.988526389304599e-05	0.0017793594306049821
RPP14	0.7478483580449531		4.988526389304599e-05	0.0017793594306049821
ACY1	0.7473068840097274		4.988526389304599e-05	0.0017793594306049821
PDCD11	0.7469290629760358		4.988526389304599e-05	0.0017793594306049821
UBE2G2	0.7464846529793756		4.988526389304599e-05	0.0017793594306049821
NXT1	0.7464774505381138		4.988526389304599e-05	0.0017793594306049821
PRR6	0.7458312375943282		4.988526389304599e-05	0.0017793594306049821
C10ORF7	0.7457093226522228		4.988526389304599e-05	0.0017793594306049821
ZNF259	0.7456550877922158		4.988526389304599e-05	0.0017793594306049821
NHN1	0.7449602694259672		4.988526389304599e-05	0.0017793594306049821
FLJ34077	0.7446639190187274		4.988526389304599e-05	0.0017793594306049821
C6ORF48	0.7440687162180215		4.988526389304599e-05	0.0017793594306049821
LYAR	0.7440635671130077		4.988526389304599e-05	0.0017793594306049821
C12ORF43	0.7437571504235355		4.988526389304599e-05	0.0017793594306049821
LOC286208	0.7435713390427201		4.988526389304599e-05	0.0017793594306049821
MAGMAS	0.7435507944298392		4.988526389304599e-05	0.0017793594306049821
DZIP1	0.743252072986103		4.988526389304599e-05	0.0017793594306049821
PIGW	0.7428521508617583		4.988526389304599e-05	0.0017793594306049821
FKBP11	0.7428468235251033		4.988526389304599e-05	0.0017793594306049821
FAM57A	0.742612375266781		4.988526389304599e-05	0.0017793594306049821
LAP3	0.742593853797725		4.988526389304599e-05	0.0017793594306049821
RUVBL2	0.742480749966385		4.988526389304599e-05	0.0017793594306049821
XPO4	0.7424544376375866		4.988526389304599e-05	0.0017793594306049821
PPIF	0.7418699510339494		4.988526389304599e-05	0.0017793594306049821
C20ORF116	0.7416289847896588		4.988526389304599e-05	0.0017793594306049821
SNAPC4	0.7411410624219612		4.988526389304599e-05	0.0017793594306049821
LAMP3	0.7409502655083607		4.988526389304599e-05	0.0017793594306049821
CHAC1	0.740855818582759		4.988526389304599e-05	0.0017793594306049821
CSK	0.7408430248140203		4.988526389304599e-05	0.0017793594306049821
ANGEL1	0.7406090567187604		4.988526389304599e-05	0.0017793594306049821
C20ORF6	0.7405030486556249		4.988526389304599e-05	0.0017793594306049821
DDR2	0.740343447734304		4.988526389304599e-05	0.0017793594306049821
LOC90624	0.7403374904939314		4.988526389304599e-05	0.0017793594306049821
STAC	0.7399883451983547		4.988526389304599e-05	0.0017793594306049821
P2RX5	0.7399223145140968		4.988526389304599e-05	0.0017793594306049821
CGI-09	0.739885023770786		4.988526389304599e-05	0.0017793594306049821
SLC25A33	0.7398811953931785		4.988526389304599e-05	0.0017793594306049821
C19ORF24	0.739284165223845		4.988526389304599e-05	0.0017793594306049821
LOC643988	0.7389554528661626		4.988526389304599e-05	0.0017793594306049821
WDR21C	0.7387937229006407		4.988526389304599e-05	0.0017793594306049821
NASP	0.7385130392456851		4.988526389304599e-05	0.0017793594306049821
KIAA0409	0.7378626590898137		4.988526389304599e-05	0.0017793594306049821
C9ORF32	0.737675657040049		4.988526389304599e-05	0.0017793594306049821
RNMTL1	0.737523246701415		4.988526389304599e-05	0.0017793594306049821
SLC5A6	0.737489414030254		4.988526389304599e-05	0.0017793594306049821
HSD17B1	0.73739235384961		4.988526389304599e-05	0.0017793594306049821
ERO1LB	0.7370423887542771		4.988526389304599e-05	0.0017793594306049821
C8ORF33	0.7370201175843428		4.988526389304599e-05	0.0017793594306049821
SCO1	0.7367667086354259		4.988526389304599e-05	0.0017793594306049821
PARD3B	0.7366445266600385		4.988526389304599e-05	0.0017793594306049821
EIF2B3	0.7361424619226135		4.988526389304599e-05	0.0017793594306049821
NUDT6	0.7360704285899459		4.988526389304599e-05	0.0017793594306049821
C12ORF10	0.7355771267219424		4.988526389304599e-05	0.0017793594306049821
MRPL2	0.734475033278777		4.988526389304599e-05	0.0017793594306049821
CHID1	0.7344575249962356		4.988526389304599e-05	0.0017793594306049821
SETDB2	0.7344204493985795		4.988526389304599e-05	0.0017793594306049821
EIF2S1	0.7344145589077263		4.988526389304599e-05	0.0017793594306049821
ARD1A	0.7340416546962485		4.988526389304599e-05	0.0017793594306049821
ACTR3B	0.7340391280499217		4.988526389304599e-05	0.0017793594306049821
BRCC3	0.7339550778613435		4.988526389304599e-05	0.0017793594306049821
BCCIP	0.7335613134407201		4.988526389304599e-05	0.0017793594306049821
TKT	0.733247978483368		4.988526389304599e-05	0.0017793594306049821
COG2	0.7331965599322336		4.988526389304599e-05	0.0017793594306049821
RSL1D1	0.7331599420557364		4.988526389304599e-05	0.0017793594306049821
LOC401387	0.7331500172973741		4.988526389304599e-05	0.0017793594306049821
TBC1D15	0.733022734585738		4.988526389304599e-05	0.0017793594306049821
ZNF195	0.7330090621494924		4.988526389304599e-05	0.0017793594306049821
C19ORF2	0.7326780278426817		4.988526389304599e-05	0.0017793594306049821
BXDC2	0.7324060793381133		4.988526389304599e-05	0.0017793594306049821
LOC283951	0.7317249180316175		4.988526389304599e-05	0.0017793594306049821
ABCE1	0.7315936359572376		4.988526389304599e-05	0.0017793594306049821
C8ORF55	0.7309465938911527		4.988526389304599e-05	0.0017793594306049821
MRPL17	0.7308458524127436		4.988526389304599e-05	0.0017793594306049821
TTC15	0.730670381382663		4.988526389304599e-05	0.0017793594306049821
CCT5	0.730482463736608		4.988526389304599e-05	0.0017793594306049821
RPL7L1	0.7301546880574049		4.988526389304599e-05	0.0017793594306049821
LOC440894	0.7296966601394119		4.988526389304599e-05	0.0017793594306049821
FLJ44186	0.7296493867719961		4.988526389304599e-05	0.0017793594306049821
RAN	0.7291192931993266		4.988526389304599e-05	0.0017793594306049821
ACACA	0.7287146458959023		4.988526389304599e-05	0.0017793594306049821
IFI30	0.7285436915989886		4.988526389304599e-05	0.0017793594306049821
PRR3	0.7283740970735594		4.988526389304599e-05	0.0017793594306049821
DUS1L	0.7283491080978095		4.988526389304599e-05	0.0017793594306049821
GOLPH2	0.7282674367393074		4.988526389304599e-05	0.0017793594306049821
ZNF239	0.7281734927465018		4.988526389304599e-05	0.0017793594306049821
CUL4A	0.7279953149573304		4.988526389304599e-05	0.0017793594306049821
WDR75	0.727262565758101		4.988526389304599e-05	0.0017793594306049821
PRNPIP	0.7272589381011217		4.988526389304599e-05	0.0017793594306049821
UTP15	0.7270193921040071		4.988526389304599e-05	0.0017793594306049821
EEF2	0.726944137657979		4.988526389304599e-05	0.0017793594306049821
LOC169834	0.7267902914489016		4.988526389304599e-05	0.0017793594306049821
RPUSD4	0.7262649618813423		4.988526389304599e-05	0.0017793594306049821
DEAF1	0.7262166590344138		4.988526389304599e-05	0.0017793594306049821
C6ORF66	0.7262087324744917		4.988526389304599e-05	0.0017793594306049821
TIMM9	0.7260753671118884		4.988526389304599e-05	0.0017793594306049821
C16ORF7	0.7257097865829575		4.988526389304599e-05	0.0017793594306049821
CRY1	0.7256125679568766		4.988526389304599e-05	0.0017793594306049821
NOL8	0.725400320398964		4.988526389304599e-05	0.0017793594306049821
EIF3S7	0.7251541645487043		4.988526389304599e-05	0.0017793594306049821
MRPS17	0.7248273947060193		4.988526389304599e-05	0.0017793594306049821
TP53RK	0.7244984483572551		4.988526389304599e-05	0.0017793594306049821
RPIA	0.7242586225039811		4.988526389304599e-05	0.0017793594306049821
FBXL14	0.724146681661919		4.988526389304599e-05	0.0017793594306049821
FAM44B	0.7240209505831219		4.988526389304599e-05	0.0017793594306049821
HNRPF	0.7237586586079716		4.988526389304599e-05	0.0017793594306049821
SUMF2	0.7234781857873417		4.988526389304599e-05	0.0017793594306049821
TMEM38B	0.723243959355149		4.988526389304599e-05	0.0017793594306049821
LSM7	0.7230269439582916		4.988526389304599e-05	0.0017793594306049821
C17ORF79	0.7225618488343671		4.988526389304599e-05	0.0017793594306049821
TYSND1	0.7224776955361211		4.988526389304599e-05	0.0017793594306049821
TEAD4	0.7224381394502037		4.988526389304599e-05	0.0017793594306049821
STOM	0.7216398311540665		4.988526389304599e-05	0.0017793594306049821
CTA-126B4.3	0.72141625444313		4.988526389304599e-05	0.0017793594306049821
PEMT	0.7213949438380605		4.988526389304599e-05	0.0017793594306049821
ANAPC7	0.7212144892327803		4.988526389304599e-05	0.0017793594306049821
SLC35C2	0.7210200250638565		4.988526389304599e-05	0.0017793594306049821
C21ORF59	0.7209665369003165		4.988526389304599e-05	0.0017793594306049821
APRT	0.7206038005773513		4.988526389304599e-05	0.0017793594306049821
LDHB	0.720465850647035		4.988526389304599e-05	0.0017793594306049821
TIMM13	0.7204487793856938		4.988526389304599e-05	0.0017793594306049821
SFRS8	0.7203924775061674		4.988526389304599e-05	0.0017793594306049821
ZBED3	0.7203761211190391		4.988526389304599e-05	0.0017793594306049821
LOC286025	0.7201270630579478		4.988526389304599e-05	0.0017793594306049821
CUTA	0.719952874232747		4.988526389304599e-05	0.0017793594306049821
ANAPC5	0.7196433235243446		4.988526389304599e-05	0.0017793594306049821
NEFH	0.7195853530461535		4.988526389304599e-05	0.0017793594306049821
RSAD1	0.7195550958547035		4.988526389304599e-05	0.0017793594306049821
ZP3	0.7193797703678587		4.988526389304599e-05	0.0017793594306049821
LOC89944	0.7193396506651931		4.988526389304599e-05	0.0017793594306049821
PTDSS2	0.7192054746931401		4.988526389304599e-05	0.0017793594306049821
ISOC2	0.7191969435561593		4.988526389304599e-05	0.0017793594306049821
SETD6	0.7190975013000709		4.988526389304599e-05	0.0017793594306049821
MARS2	0.7180739973251904		4.988526389304599e-05	0.0017793594306049821
IMP3	0.717999108035336		4.988526389304599e-05	0.0017793594306049821
ZNF256	0.7178422624958246		4.988526389304599e-05	0.0017793594306049821
B4GALT7	0.7177752884342908		4.988526389304599e-05	0.0017793594306049821
C21ORF33	0.7177610737228846		4.988526389304599e-05	0.0017793594306049821
C9ORF105	0.7176606648271306		4.988526389304599e-05	0.0017793594306049821
PAXIP1	0.717605209384154		4.988526389304599e-05	0.0017793594306049821
PABPC4	0.7175752815071095		4.988526389304599e-05	0.0017793594306049821
SDF2L1	0.7175540292894405		4.988526389304599e-05	0.0017793594306049821
C17ORF81	0.7169969294403604		4.988526389304599e-05	0.0017793594306049821
LOC92345	0.7165096378154382		4.988526389304599e-05	0.0017793594306049821
TRIAP1	0.7165073002333324		4.988526389304599e-05	0.0017793594306049821
TPM2	0.7165060238142891		4.988526389304599e-05	0.0017793594306049821
FKBP7	0.7158848388093896		4.988526389304599e-05	0.0017793594306049821
LRRC61	0.7157125540898488		4.988526389304599e-05	0.0017793594306049821
KCNQ5	0.7154687791474592		4.988526389304599e-05	0.0017793594306049821
MRPL24	0.7147969507519102		4.988526389304599e-05	0.0017793594306049821
FAM11B	0.7146146124055925		4.988526389304599e-05	0.0017793594306049821
ARMETL1	0.7145563575050919		4.988526389304599e-05	0.0017793594306049821
WDR4	0.7143836942315249		4.988526389304599e-05	0.0017793594306049821
FLJ21127	0.7143599389619847		4.988526389304599e-05	0.0017793594306049821
MBD3	0.7142589842519818		4.988526389304599e-05	0.0017793594306049821
AKT1S1	0.7141922295536133		4.988526389304599e-05	0.0017793594306049821
SH3D19	0.7139794167168727		4.988526389304599e-05	0.0017793594306049821
KIAA1018	0.7138491410546655		4.988526389304599e-05	0.0017793594306049821
PRSS15	0.7137412320878459		9.977052778609199e-05	0.003081664098613251
CRTAP	0.7136315265695572		9.977052778609199e-05	0.003081664098613251
LOC90355	0.7135633136252065		9.977052778609199e-05	0.003081664098613251
SCAMP3	0.7133441541324075		9.977052778609199e-05	0.003081664098613251
POLR2F	0.7132507928697237		9.977052778609199e-05	0.003081664098613251
LARP1	0.7130249411606824		9.977052778609199e-05	0.003081664098613251
TMEM41A	0.7129289727255594		9.977052778609199e-05	0.003081664098613251
POM121	0.7128272461636201		9.977052778609199e-05	0.003081664098613251
SLC25A15	0.7126475056870961		9.977052778609199e-05	0.003081664098613251
IL1RL2	0.7122068299920064		9.977052778609199e-05	0.003081664098613251
RIF1	0.7120717869108537		9.977052778609199e-05	0.003081664098613251
CHCHD6	0.7119395074969274		9.977052778609199e-05	0.003081664098613251
WDR71	0.7116845718351181		9.977052778609199e-05	0.003081664098613251
CCRK	0.7116104095257411		9.977052778609199e-05	0.003081664098613251
ABCF1	0.711386115750272		9.977052778609199e-05	0.003081664098613251
LYSMD2	0.7112522825146574		9.977052778609199e-05	0.003081664098613251
MRPL38	0.7112138754944078		9.977052778609199e-05	0.003081664098613251
LPHN1	0.7105989415590539		9.977052778609199e-05	0.003081664098613251
ENO1	0.7105849701934686		9.977052778609199e-05	0.003081664098613251
FUCA2	0.7105836010824454		9.977052778609199e-05	0.003081664098613251
TOMM20	0.7103554072901154		9.977052778609199e-05	0.003081664098613251
RG9MTD1	0.7102547319314679		9.977052778609199e-05	0.003081664098613251
LOC151146	0.7100430034236732		9.977052778609199e-05	0.003081664098613251
CDCA7L	0.7100118197605836		9.977052778609199e-05	0.003081664098613251
CUEDC2	0.7096539928294883		9.977052778609199e-05	0.003081664098613251
GNPDA1	0.7092262978710201		9.977052778609199e-05	0.003081664098613251
REXO4	0.709149370143756		9.977052778609199e-05	0.003081664098613251
FJX1	0.7089360333290556		9.977052778609199e-05	0.003081664098613251
C1ORF164	0.7088717661472409		9.977052778609199e-05	0.003081664098613251
OGFOD1	0.7087874184577038		9.977052778609199e-05	0.003081664098613251
GPX7	0.7085168104245358		9.977052778609199e-05	0.003081664098613251
NHP2L1	0.7084775842074514		9.977052778609199e-05	0.003081664098613251
PRMT3	0.7083493611740912		9.977052778609199e-05	0.003081664098613251
TSSC1	0.7073339650620136		9.977052778609199e-05	0.003081664098613251
POLRMT	0.7072139193947071		9.977052778609199e-05	0.003081664098613251
LOC153346	0.7071951106790485		9.977052778609199e-05	0.003081664098613251
EIF3S8	0.707145392909741		9.977052778609199e-05	0.003081664098613251
RC74	0.7068773554478819		9.977052778609199e-05	0.003081664098613251
HSPE1	0.7068194013786024		9.977052778609199e-05	0.003081664098613251
AGPAT3	0.706544768230497		9.977052778609199e-05	0.003081664098613251
C1QBP	0.7064929734865614		9.977052778609199e-05	0.003081664098613251
TNRC5	0.7063553901350761		9.977052778609199e-05	0.003081664098613251
EIF5A	0.7062810362846825		9.977052778609199e-05	0.003081664098613251
G6PC3	0.7061931809452372		9.977052778609199e-05	0.003081664098613251
C20ORF4	0.7060011875980013		9.977052778609199e-05	0.003081664098613251
ZRANB3	0.7058144369764403		9.977052778609199e-05	0.003081664098613251
LILRA4	0.7057323733452028		9.977052778609199e-05	0.003081664098613251
GDF15	0.7053978512417562		9.977052778609199e-05	0.003081664098613251
PEX5	0.7053937087861025		9.977052778609199e-05	0.003081664098613251
LOC389070	0.7052956733215777		9.977052778609199e-05	0.003081664098613251
LOC284184	0.7049574722642908		9.977052778609199e-05	0.003081664098613251
ATP6V0B	0.7039866714996125		9.977052778609199e-05	0.003081664098613251
AUP1	0.7035527725607832		9.977052778609199e-05	0.003081664098613251
DDX55	0.7034841004860308		9.977052778609199e-05	0.003081664098613251
TSEN2	0.703132815447021		9.977052778609199e-05	0.003081664098613251
DCUN1D5	0.7030009030571799		9.977052778609199e-05	0.003081664098613251
C14ORF167	0.7028148407336118		9.977052778609199e-05	0.003081664098613251
CYP2U1	0.7027827068904904		9.977052778609199e-05	0.003081664098613251
KIAA0664	0.7027218241023268		9.977052778609199e-05	0.003081664098613251
RABGGTB	0.7027207335359045		9.977052778609199e-05	0.003081664098613251
DNAJB1	0.7026887111077548		9.977052778609199e-05	0.003081664098613251
MRPS18C	0.7020393456828958		9.977052778609199e-05	0.003081664098613251
